  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
 -15.000  -1.3791   0.00000  -0.00141  -0.0712   0.0000   0.0000   0.0000   0.0000
 -14.900  -1.3677   0.00000  -0.00140  -0.0712   0.0000   0.0000   0.0000   0.0000
 -14.800  -1.3562   0.00000  -0.00140  -0.0713   0.0000   0.0000   0.0000   0.0000
 -14.700  -1.3447   0.00000  -0.00139  -0.0713   0.0000   0.0000   0.0000   0.0000
 -14.600  -1.3332   0.00000  -0.00138  -0.0714   0.0000   0.0000   0.0000   0.0000
 -14.500  -1.3217   0.00000  -0.00137  -0.0714   0.0000   0.0000   0.0000   0.0000
 -14.400  -1.3102   0.00000  -0.00136  -0.0715   0.0000   0.0000   0.0000   0.0000
 -14.300  -1.2987   0.00000  -0.00136  -0.0715   0.0000   0.0000   0.0000   0.0000
 -14.200  -1.2872   0.00000  -0.00135  -0.0716   0.0000   0.0000   0.0000   0.0000
 -14.100  -1.2757   0.00000  -0.00134  -0.0717   0.0000   0.0000   0.0000   0.0000
 -14.000  -1.2641   0.00000  -0.00133  -0.0717   0.0000   0.0000   0.0000   0.0000
 -13.900  -1.2526   0.00000  -0.00133  -0.0718   0.0000   0.0000   0.0000   0.0000
 -13.800  -1.2411   0.00000  -0.00132  -0.0718   0.0000   0.0000   0.0000   0.0000
 -13.700  -1.2296   0.00000  -0.00131  -0.0719   0.0000   0.0000   0.0000   0.0000
 -13.600  -1.2180   0.00000  -0.00130  -0.0719   0.0000   0.0000   0.0000   0.0000
 -13.500  -1.2065   0.00000  -0.00130  -0.0720   0.0000   0.0000   0.0000   0.0000
 -13.400  -1.1950   0.00000  -0.00129  -0.0720   0.0000   0.0000   0.0000   0.0000
 -13.300  -1.1834   0.00000  -0.00128  -0.0721   0.0000   0.0000   0.0000   0.0000
 -13.200  -1.1719   0.00000  -0.00127  -0.0722   0.0000   0.0000   0.0000   0.0000
 -13.100  -1.1603   0.00000  -0.00127  -0.0722   0.0000   0.0000   0.0000   0.0000
 -13.000  -1.1488   0.00000  -0.00126  -0.0723   0.0000   0.0000   0.0000   0.0000
 -12.900  -1.1372   0.00000  -0.00125  -0.0723   0.0000   0.0000   0.0000   0.0000
 -12.800  -1.1256   0.00000  -0.00125  -0.0724   0.0000   0.0000   0.0000   0.0000
 -12.700  -1.1141   0.00000  -0.00124  -0.0724   0.0000   0.0000   0.0000   0.0000
 -12.600  -1.1025   0.00000  -0.00123  -0.0725   0.0000   0.0000   0.0000   0.0000
 -12.500  -1.0909   0.00000  -0.00122  -0.0726   0.0000   0.0000   0.0000   0.0000
 -12.400  -1.0794   0.00000  -0.00122  -0.0726   0.0000   0.0000   0.0000   0.0000
 -12.300  -1.0678   0.00000  -0.00121  -0.0727   0.0000   0.0000   0.0000   0.0000
 -12.200  -1.0562   0.00000  -0.00120  -0.0727   0.0000   0.0000   0.0000   0.0000
 -12.100  -1.0446   0.00000  -0.00120  -0.0728   0.0000   0.0000   0.0000   0.0000
 -12.000  -1.0330   0.00000  -0.00119  -0.0729   0.0000   0.0000   0.0000   0.0000
 -11.900  -1.0215   0.00000  -0.00118  -0.0729   0.0000   0.0000   0.0000   0.0000
 -11.800  -1.0099   0.00000  -0.00118  -0.0730   0.0000   0.0000   0.0000   0.0000
 -11.700  -0.9983   0.00000  -0.00117  -0.0731   0.0000   0.0000   0.0000   0.0000
