  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
   8.900   1.1595   0.00000  -0.00099  -0.0351   0.0000   0.0000   0.0000   0.0000
   9.000   1.1710   0.00000  -0.00099  -0.0352   0.0000   0.0000   0.0000   0.0000
   9.100   1.1825   0.00000  -0.00100  -0.0353   0.0000   0.0000   0.0000   0.0000
   9.200   1.1941   0.00000  -0.00101  -0.0353   0.0000   0.0000   0.0000   0.0000
   9.300   1.2056   0.00000  -0.00101  -0.0354   0.0000   0.0000   0.0000   0.0000
   9.400   1.2171   0.00000  -0.00102  -0.0355   0.0000   0.0000   0.0000   0.0000
   9.500   1.2286   0.00000  -0.00102  -0.0356   0.0000   0.0000   0.0000   0.0000
   9.600   1.2401   0.00000  -0.00103  -0.0357   0.0000   0.0000   0.0000   0.0000
   9.700   1.2516   0.00000  -0.00104  -0.0358   0.0000   0.0000   0.0000   0.0000
   9.800   1.2631   0.00000  -0.00104  -0.0359   0.0000   0.0000   0.0000   0.0000
   9.900   1.2746   0.00000  -0.00105  -0.0359   0.0000   0.0000   0.0000   0.0000
  10.000   1.2861   0.00000  -0.00106  -0.0360   0.0000   0.0000   0.0000   0.0000
  10.100   1.2976   0.00000  -0.00106  -0.0361   0.0000   0.0000   0.0000   0.0000
  10.200   1.3091   0.00000  -0.00107  -0.0362   0.0000   0.0000   0.0000   0.0000
  10.300   1.3206   0.00000  -0.00108  -0.0363   0.0000   0.0000   0.0000   0.0000
  10.400   1.3321   0.00000  -0.00108  -0.0364   0.0000   0.0000   0.0000   0.0000
  10.500   1.3435   0.00000  -0.00109  -0.0365   0.0000   0.0000   0.0000   0.0000
  10.600   1.3550   0.00000  -0.00110  -0.0365   0.0000   0.0000   0.0000   0.0000
  10.700   1.3665   0.00000  -0.00110  -0.0366   0.0000   0.0000   0.0000   0.0000
  10.800   1.3779   0.00000  -0.00111  -0.0367   0.0000   0.0000   0.0000   0.0000
  10.900   1.3894   0.00000  -0.00112  -0.0368   0.0000   0.0000   0.0000   0.0000
  11.000   1.4008   0.00000  -0.00112  -0.0369   0.0000   0.0000   0.0000   0.0000
  11.100   1.4123   0.00000  -0.00113  -0.0370   0.0000   0.0000   0.0000   0.0000
  11.200   1.4237   0.00000  -0.00114  -0.0370   0.0000   0.0000   0.0000   0.0000
  11.300   1.4352   0.00000  -0.00114  -0.0371   0.0000   0.0000   0.0000   0.0000
